,GBM4,GBM6,GBM8,GBM9,O2,GBM14,GBM16,GBM21,GBM24,GBM28,O3,O4,O9,GBM30,GBM32,GBM35,GBM36,GBM42,GBM45,GBM50,A5,O10,GBM51,GBM56,GBM57,GBM58
RPA3,3.51266838998307,3.62222573528484,3.80575918313385,3.41380569901576,3.43307825146579,3.95881975013806,3.79264966784056,3.44948765580947,3.33664121900857,3.26644996538492,3.50265608849793,3.19370549614684,3.16494945200221,3.38386327929876,3.33528695762929,3.4861165114684,3.12526032115359,3.58070583535914,3.5423368509383,3.91729976173217,3.3512229225779,3.27109453522493,3.65403284463382,3.73883468342011,3.48748906457138,3.30420909305618
CTBP2,3.86017677851629,3.85380792722242,4.03822446781049,3.92341013818115,3.97422735094339,3.86923418463861,3.89090780407608,3.88217371630946,4.04978824131622,3.74720618798379,4.07815861857816,3.96227076758051,3.9541669838877,3.94534453251826,3.99035341983887,3.71895965705828,3.8349574218514,3.5536856082824,3.75729997227596,3.7900558495115,4.03926698939523,3.64162420370766,3.81264307457334,4.0582691338141,3.74590189686273,3.82712019321202
TAGLN2,4.00063430138014,3.96275709120816,4.31500991305528,3.08758800016015,3.45919007143054,4.02628090820614,4.03951369802797,3.99526781914555,3.81903933449415,2.77945434837614,4.05476039862147,3.1802345786054,3.21647072545427,3.60679664871577,3.66069646853576,4.12730932234561,2.87136624625354,3.69833503614066,3.7501575777591,4.30697028766734,2.83257085911861,3.51647376184572,4.0747432112522,3.97372787413705,3.33420758118977,3.97530609768113
LOX,3.55792084779479,3.29397014177434,3.25017936578984,2.62652616049123,2.15701227290241,3.71823397135556,2.86513004337741,2.88468833425954,3.12697935341013,2.19774355868323,2.74563760358125,3.09625321078215,2.25516874458296,2.43988823529636,2.88534934462941,3.62366208752539,2.5200654131616,3.30304716180084,3.3319127465316,2.86539123681074,2.476722968869,2.45183707468462,4.40800188633303,2.65973940528503,2.87889618434905,2.72503971963858
CHD7,2.63091580071841,2.51708500009469,3.34634749682803,3.72912686829515,3.68179406796263,2.36130844499638,3.08842634856382,3.2416597708585,2.61773403536402,2.66659191664039,3.72928023510051,3.87756034379637,3.47648817121651,3.46591319965486,2.67497497891561,2.65319224622661,2.97624448812389,2.32920662563325,2.51295374598323,2.36015586966758,3.52169968702642,2.67180853994395,2.54725644166801,3.37143528626019,2.41390634646193,2.67142926928204
WDR54,3.96034889159719,4.03534178965077,4.18743893040806,3.76370884633416,3.91138093320871,3.93225590324147,3.93440198675666,3.75768589193888,4.28162587717036,3.8398929742881,3.96010154165931,3.88567365262234,3.62583802021379,3.85283454303295,3.82605263367042,3.97251261411746,3.8786065780525,3.96669408562347,3.75249995616329,4.10569571661191,3.74584412325227,3.79965553996993,4.16291758264746,3.95123719198422,3.93133127624874,3.80094838843183
PLAUR,3.93848024661419,3.71172280748182,3.65828524989337,3.2722151249156,3.28288867925622,3.74702916499766,3.44933319868004,3.76359516476008,3.54939211269567,3.29626339172636,3.26964508039217,3.34079438375726,3.1584264251879,3.08029089727276,3.42483232671397,3.6673315202531,3.01643702796111,3.83462928026318,3.52262352229312,3.47621901235389,3.0607393795783,3.49666677888005,3.93407950856222,3.29944627963486,3.36136533211252,3.55463995575418
AL119491,3.38154140094454,3.46324539269339,3.40664729319613,3.41892807938149,3.47639552166483,3.47332095755699,3.41767475935476,3.59412647732974,3.68859768612285,3.52832563204931,3.37504858341079,3.54623521730659,3.60012950245505,3.46044738560456,3.4404016367672,3.28989249586674,3.21900814054361,3.35168385488928,3.24685911218088,3.32231524253417,3.63150829956698,3.40381363735473,3.37767353362598,3.32736138686589,3.38491603714989,3.47068400741144
TMED8,3.56528523191189,3.45475723035185,3.67655269249242,3.64799592939712,3.65825901707987,3.86045330393773,3.74208609928767,3.60169687795757,3.46805519129562,3.62652533948104,3.8954986237905,3.7734353580729,4.00764089769129,3.85455361019024,3.48919646073887,3.49062641360464,3.64725011828637,3.28162074537371,3.57569887969303,3.7049797763904,3.87221788572892,3.9236625638287,3.58577635251991,3.70243363853789,3.52905942864692,3.83025740085257
MAP3K7IP2,3.76676549380031,3.60341731835006,3.66658489793251,3.62979926979752,3.64886145350262,3.74114797314769,3.61065217966206,3.60782739168838,3.63454618752883,3.25851708095894,3.73934572442381,3.75268880966073,3.67868942278151,3.72080249267329,3.54999230185859,3.7498359136827,3.44538575581415,3.10462912150733,3.66775227941548,3.5727090016384,4.07954354981866,3.64599629831384,3.75158015665679,3.62491636260536,3.40487560520923,3.62467381573511
ZNF25,3.46259218894017,3.39862530554975,3.56163068547828,3.64890151661156,3.80745499415708,3.64904857794575,3.45679085683918,3.60078999634444,3.43794309962259,3.77100442961713,3.63230895883359,3.53788089896258,3.69026777701529,3.72353316493034,3.40763169691503,3.62366012472197,3.73799034335957,3.24332632452529,3.41570218375338,3.44818779361322,3.66594000318579,3.89764946512602,3.42204967241366,3.57955667562068,3.64391524978507,3.64563405908036
TM9SF3,3.8710812157168,3.79220343107626,4.0350286011127,3.97402406975711,4.41349488446954,4.05724206053268,4.12589256083738,4.17712896652606,4.003381507452,4.30764300995711,4.41859114415587,4.39120084578648,4.47000694188489,4.17963479322329,4.31457955344512,4.1909667885323,4.30455381468924,3.92412679090779,4.11389340556943,3.98020328293092,4.29838719309324,4.19448686807181,3.8131257081279,4.07839815896081,4.25681555943304,4.08353135684768
SGCD,3.52746427035691,3.07534436503764,3.46999923085278,3.33072862416284,3.47939720860473,3.68234087105322,3.36706374574785,3.51959832117011,3.67114774736219,3.64918185494026,4.47797857386327,3.57233199878001,3.5323676720519,3.75154329642193,3.55495566992524,3.40455184670178,3.63158752916093,3.47624454319961,3.28375067180805,3.22900363962932,3.68390927444804,3.54138888640545,3.53539426212164,3.33186966682787,3.66971695393322,3.49520662209643
GGH,3.38377444705204,3.37691422543163,3.51517165242608,3.37462078763378,3.51381866846882,3.60083474847958,3.46120970146722,3.36217738129578,3.45227707983871,3.37649501730087,3.53724620395892,3.32153898790621,3.16568492777549,3.07559330799442,3.22634698713311,3.28210051046462,3.05265278008993,3.17584393031772,3.13034148921717,3.48558998283723,2.92687880857997,2.9861323584598,3.3878626650454,3.51534455593049,3.23344109767989,3.14536113941686
QKI,3.47811421877444,3.1112816732871,3.70183495523594,3.56970120449415,3.50711518645677,3.29366060165619,3.79836325318378,3.90130468366592,3.40226551038261,3.68475463487061,3.87551466170091,3.6275720974933,3.57814458899317,3.69750491893546,3.98301635851807,3.55278632328404,3.71784377023597,3.51633093635801,3.1616539434131,3.59774497339855,3.96012363135359,3.3299473667189,3.44425751686527,3.47231578981387,3.74142273149735,3.55323874987668
LILRB1,3.69389491982832,3.41876467824132,3.06287818107963,3.38529697440932,2.59408633666787,3.35680058231271,3.12391759647386,3.49557708183845,3.15285042243442,2.78420990597238,2.19573918276683,2.9987243426172,2.51675345791129,2.66035692306583,3.25576924681791,3.34135873902009,2.7017777426615,3.72553448137683,3.04855405300114,2.78440116131165,1.93652882188661,2.00988836943398,3.09940402689959,3.36004688867083,3.13013362522309,3.74371533960855
MYL6,4.50716490198813,4.45570718267083,4.41796157998871,4.47752412203687,4.32232628344253,4.4576039652774,4.43725213797647,4.50586296571592,4.50763182856033,4.34085974789862,4.28746912106868,4.32245701622995,4.36752967861166,4.36727852397152,4.5081756347636,4.56441653951309,4.29066797425553,4.8291594344003,4.4183788275119,4.51025227215055,4.32018929783647,4.3519932209784,4.62765520106857,4.46008880601319,4.48564463756435,4.59268634890788
C6orf115,3.47367451558387,3.36292314294513,3.51563067666383,3.30731864694816,3.49147025388531,3.56602704617463,3.56165952277679,3.41533099250755,3.24935614277597,3.38371952348282,3.10218115142568,3.38615960173891,3.12298905322344,3.4322171983964,3.47019005337934,3.19281073504396,3.08274193869664,3.53651576851719,3.35737142269796,3.44905284444149,2.78770836961002,3.37429420677756,3.4383991424799,3.49666235024671,3.55898693365101,3.45873028726489
MBOAT2,3.60336492953824,3.61904279919451,3.63355692144457,3.83724888671917,3.98523731044533,3.40571816062741,3.74023143376553,3.77819742790849,3.56459375470996,3.89902853340592,3.80268808902404,3.84723774080816,4.05541159033026,3.81779752614551,3.69995508221092,3.54975881661404,3.84939170897952,3.5875734727815,3.71140124807239,3.99805723109959,4.00769773313049,3.51730980281018,3.69266003554487,3.55745209955346,3.86182798309477,3.75723260613938
MAPBPIP,3.63897838636134,3.55545359101794,3.70032964757706,3.46579478958516,3.29036454980803,3.58222624963724,3.69197454768693,3.41562363445526,3.43550641455351,3.48362979727207,3.22392068242842,3.22604643935979,3.24995202975043,3.48374230316297,3.37130989089185,3.5861766685608,3.34778476161942,3.66065491741632,3.52175194089978,3.53742566011685,3.45170616803149,3.44274731864946,3.47198705233119,3.54671375660345,3.47965821695165,3.56786155003443
TSPO,3.77994782464372,3.76245498329229,4.02089433365234,3.6221125375303,3.36191076763882,3.7801770620743,3.72225448943411,3.88071077803632,3.64570869132916,3.37646727472687,3.56607647116295,3.37180110820259,3.15907065887486,3.56565600226172,3.80311487149927,3.7637824727653,3.45809959469178,4.0654838083331,3.81101784020443,3.61958153301744,3.11165562094293,3.56649818311247,3.80726733359464,3.66583342751875,3.63747561971604,3.97335505953504
KIF5B,3.3700152253599,3.3120554321038,3.3157984818997,3.49649056746498,3.40567157498482,3.5242037954802,3.33170256613931,3.29613757498048,3.27182232993651,3.30130503410903,3.725970160145,3.5484867088554,3.61035583746209,3.68072294157856,3.30908376239772,3.33382517798909,3.30718849990206,3.20060976441559,3.36082640097427,3.37984881654877,3.52379847501256,3.74887847142029,3.29958421409283,3.38510126914507,3.35334698800278,3.65215444269351
TMEM106B,3.66853575039548,3.66285591451083,3.67200729347393,3.5845220910357,3.48705646009599,3.92167217213639,3.66116975681968,3.83557389861789,3.83086641285209,3.70227023151912,3.97234092947582,3.96211763716577,3.96327552987968,3.71796326188704,3.54009950066605,3.51918026788682,3.42617768621619,3.73274210119508,3.67688794720446,3.8994755553451,3.81704774178273,3.62719620278506,3.76813974550001,3.82634527743893,3.38790551173421,3.70981054156713
TCEA3,3.37392956176204,3.8118692613108,3.04692066586802,2.84825687396512,2.98059506405611,3.69796475297498,3.59692736366527,3.28728586687573,3.76345157960553,3.09604403559997,2.8115321104701,2.40111436364144,1.63375115995311,3.31549676930128,3.52581237583188,3.44913067015122,3.04504940449197,3.20378653366364,3.32638686704944,3.41972995575232,3.0795003352409,2.96032281631508,3.22342117253577,2.86503287013333,3.37728584749245,2.69605131425463
FLJ20273,3.6578070870264,3.87632484172761,3.4270928588966,3.43703894178108,2.6582280126209,3.70425839043031,3.4522294047557,3.35036782055409,3.60532530556002,3.00940882413892,3.03973882623523,3.42232041493432,2.95676613472804,3.17137683019605,3.48031041162517,3.53437517913042,3.08675158690032,3.58732284434955,3.39381272809336,3.31998064079243,3.04702122767523,3.07879056725697,3.57205089317306,3.38205614533835,3.07770793919207,3.65515534506375
GPNMB,4.5865856732516,4.184186873689,3.95695972010025,3.22067387190368,3.4157880547336,4.51307641809392,4.33611338101814,4.47373331668257,4.43573378830211,3.72917637612607,4.0271939678948,4.12352694163574,2.89483037483093,4.14166360686198,4.54492792696254,4.55405022209394,3.58384350028964,4.53670297293279,4.07450863321969,3.20993837928189,3.08543829173914,3.33074991703956,4.31473443693586,3.71385403905814,3.76794178433708,3.6837013206583
RGS19,3.52124389738957,3.53400858153926,3.3745997075708,3.43509436974158,3.50762935908435,3.4445473805164,3.49173362683021,3.50101363835056,3.44309581059929,3.21788383738986,3.30908440186965,3.26592480605031,3.11283314726402,3.28204244033427,3.50579388517707,3.3494500450998,3.36110048848388,3.7124762858786,3.5105188713262,3.46885592517633,3.34147112644307,3.34473525051137,3.51973036494979,3.41535268881483,3.47553739339682,3.53374728078384
BE326808,3.90109504046158,3.77529114423297,4.13018447421511,4.35397048069828,4.19039168270408,3.41672802300174,3.99030279530297,4.19290483429592,3.59683243045749,3.62673608290661,4.7883707094715,4.36474658080327,4.43307639295546,3.61657401982,3.96323625368146,3.70321302604669,4.05907625787304,3.70720870973637,3.92521722751119,3.73007156647228,4.30048491817848,3.46221196021476,3.82940065794776,4.00882437163021,3.9804959595173,4.04118666227047
TMEM41B,3.48911943893472,3.62703007044327,3.49243391708649,3.5961276940561,3.53400731161926,3.60803883713679,3.63537184125091,3.5681044077252,3.63123722708706,3.54565342409633,3.72108538926897,3.69938412376818,3.67131921880721,3.57509959101854,3.2752339349382,3.48726581584172,3.46798792861867,3.31185299599275,3.57318141999981,3.61548143387871,3.6750507932754,3.64487925843038,3.53791450349612,3.44065535480837,3.54172585598293,3.4955151986005
TNKS2,3.61366257237355,3.64504302958186,3.63397517341324,3.62958205928387,3.60098454202421,3.58774664976606,3.29072270112261,3.5655259911021,3.43184251091608,3.37101944035784,3.83810593758624,3.74544948227947,3.85094927800376,3.60912486134973,3.43761708393307,3.52351339358885,3.43301784580875,3.28027348333609,3.56672237134731,3.50334445115256,3.6653654787153,3.72324109890776,3.55947043661727,3.69911737887513,3.2207109724439,3.68376996001561
TTC7A,3.63712442832589,3.71413445099959,3.52841465874606,3.41319344114408,3.23545041838971,3.52926296986755,3.75624796003715,3.74121141859964,3.79510148115217,3.39778346072913,3.4324994859961,3.25776950325499,3.47093092075178,3.70720615292826,3.53281563439256,3.5893627399756,3.33673863345017,3.73586649911242,3.64068661003235,3.61993948443044,3.45910769023837,3.24599604483854,3.68505823938135,3.50933467295865,3.52691536935063,3.65387956011803
LIN7C,3.85227719420754,3.87380787768683,3.7149090473699,3.9614698841921,3.90073855105124,3.71553129304312,3.78716983215317,3.82529749822035,3.88518062229388,4.1004299635675,3.94728051537969,3.87072675518719,3.97767066385056,3.84104133024592,3.86593515189636,3.87831252544638,3.86878639833935,3.85285331419241,3.92441973693273,3.77916862313522,3.9275726786554,4.05017056389639,3.85898245192391,3.91495433621836,3.99265242674573,3.91022369813739
MFSD1,4.22547288686233,3.96178906796813,3.92672311072741,3.90062937425569,3.59992278965231,4.10665456595081,4.00914414669278,4.06061516547436,4.05706524400115,3.65521193197218,3.82010006847024,3.88055476708967,3.75641441697581,3.88503611264868,4.09184471820721,4.00337982683694,3.65355228864195,4.22874416738169,4.05788072620657,3.9358244570003,3.62190876942439,3.63092494409164,3.94399282767906,3.88520477798603,3.67255132024421,4.19801335951258
ZNF291,3.25504613043499,3.14042538723621,3.31028537244661,3.23322107253329,3.43073180824556,3.17621284448945,3.4890619805035,3.33424821689316,3.32767988711751,3.70768009829879,3.27847259010122,3.33242613789736,3.60031714955301,3.47094912890803,3.39159416944782,3.1410472766049,3.43098173874021,3.07289736298342,3.23506613179402,3.24520707363598,3.56279457138036,3.26960446330383,3.39300858398388,3.27245823832096,3.49564062092068,3.33540132839342
ZNF18,3.48518802386419,3.38008654510408,3.21645885323154,3.33553010993473,3.10991518865296,3.50570850173342,3.311220516665,3.5024541601198,3.49509829765632,3.54677973341868,3.35229638484696,2.90921519900275,3.36023128745798,3.18046652214335,3.46013919388588,3.60522529243729,3.43522814783791,3.6684453718217,3.35764807989025,3.45034843027352,3.18776853638518,2.67530897679268,3.35701079839385,3.39084965213996,3.49658677973056,3.38192170357113
MESDC2,3.65106478899239,3.9278443887311,3.67232095406514,3.66038578241562,3.75722759313427,3.79265183801803,3.69726509645614,3.69349655350112,3.7014839672812,3.60641823557697,3.72513034276475,3.53470140393062,3.69831563783326,3.78594709106036,3.68027421826049,3.94675812855222,3.70605824631494,3.84719131199039,3.88263585789464,3.7169864082777,3.41355121317555,3.59269659987423,3.72174394135939,3.66986465737926,3.58434570060899,3.73934422061391
RPS25,4.66530544085556,4.57709276649804,4.37265180841034,4.73594139421933,4.4568363046051,4.60817602879415,4.55461089076741,4.62608906096836,4.49040098130053,4.5810190056393,4.7114894453651,4.91214656672047,4.85078415843834,4.43145505291495,4.72265792322096,4.60462462161357,4.45028423547011,4.5764468122082,4.61282258134994,4.62100538756392,4.91358562893684,4.75891753667634,4.68228341460147,4.5139414822408,4.6166028952558,4.69315860969722
KIAA1344,3.59867223566403,3.80535620517298,3.84250882860407,4.00173492398714,3.78620125131916,3.83230123197497,4.01612693184823,3.87806525918885,3.87861054105953,3.76784536413603,4.01655455813062,4.17774716100929,4.06048539951895,3.8704455768203,3.81036319004864,3.77363148973001,3.88358274408349,3.34433056411228,3.64275072391852,3.75005179858076,4.00813433278255,3.83608531471669,3.59583922307202,3.68779828295209,3.78097114233744,3.86271019193708
NDRG2,3.43384948726517,3.97503823755654,3.7396232069273,3.96487234990236,4.18869502639073,3.23040472327911,4.22963600481235,3.78740542260968,3.75653448209581,3.05971106049871,3.78937909915276,3.97367361275024,4.49494409704678,4.45805322010486,4.01793048290109,3.75720488197714,4.27932872873071,2.32129802759651,4.25321964880068,3.86472538691241,4.57905233799919,4.20590560007012,3.38295813486723,3.3923219266721,3.03999794190011,3.99911483155354
IGFBP5,4.69665997415858,4.74428656647212,4.34070826005107,3.173233192999,3.91821602615937,4.18520603443646,4.60898584271726,4.39704329038012,4.22996305737683,4.04641688282083,4.03474252915902,3.12551412119385,3.74595857146587,3.93855299646312,4.57456941300806,4.53233886230233,3.94676735807863,4.00081939166179,4.36740924464125,3.95467412836816,3.97934123877471,3.74275552300158,4.43468579654421,4.58406337209371,4.22494085411455,4.2972940888097
GALNT13,3.10693845073818,2.21655382192727,3.19774273233629,3.73058138819534,3.61943155187661,2.35809672485826,3.01768137416077,3.81175183763357,3.14790438486789,2.29541094577503,4.12747071552497,4.09666899956618,4.35135692179668,3.3321717414187,3.41384756850721,2.95526527406516,3.22100452972941,2.42053002445062,2.89642975813062,3.13374610681743,4.06364614851534,3.3759886188853,3.32142898735951,3.59561701384618,3.04217371251172,3.65089686971869
TncRNA,4.11925912337374,4.51635289221963,4.17547264391723,4.3020072955454,3.64384652138986,4.43849785703239,4.10890863658183,4.35475309913683,4.56070138609201,3.71238374108537,3.73163694583506,3.74800061952892,3.90572973309034,4.37752734977017,4.30915910702593,4.18977592208872,3.85259739586763,4.39380620403579,4.12553093834101,4.1945016042409,3.70012109506836,3.51388824015758,4.18216684556702,4.08319807694515,4.03898786519356,4.37141802115342
CDC42,3.73739065493064,3.47722011784322,3.56345319947095,3.53750125146751,3.55680213445909,3.61639705021624,3.56381249410025,3.73893950653465,3.70994725429279,3.59612560278053,3.18366124425011,3.42756027039356,3.48234997180779,3.45295148156364,3.64356399952984,3.58616078913863,3.56324275134279,3.70947738883494,3.50198741330198,3.52981545309243,3.49500522816285,3.44085982776041,3.75655760869903,3.66589285816133,3.73115554388713,3.57867576250361
DUSP6,4.14256002149433,3.88053549765029,3.83318384363716,3.42627762292133,3.90472387413408,3.62200636190749,3.36679470358845,3.65965012508849,3.10263536908648,3.53328946681604,3.43230853265576,3.68411137629801,3.89654787656004,3.37221583803585,3.50837199767215,3.93844386711927,3.30034544262785,4.27713260401994,4.05607550991273,4.09674196064875,3.11695988440113,3.36007361523748,4.02948860453272,4.00975356410133,3.60608177060325,3.81275504415668
TOMM40L,2.87314033510501,3.37146519851029,3.24960750244583,3.07205385086564,2.90801723026054,3.1472049904249,3.63256914151069,3.2769245751902,2.97598661560133,3.68197430457745,2.67101724667285,2.45232015153891,3.36397073564138,3.00017672189367,3.2579450683208,3.51288375777708,3.22461747896964,3.51637497922551,3.45338592568963,3.28176082619768,2.21632427868667,3.44028882559779,2.59725957634907,3.40726850286853,3.37788753230655,3.27976797875285
SEZ6L,3.20784513618625,3.63365980598703,3.48575520362774,3.68247893040806,3.94567450612593,3.00969729438056,3.43051541848512,3.73893126738742,3.45563836022178,4.04903977025135,4.08081343858711,3.91116117899896,4.49495315610979,3.60242670672193,3.72269626563794,3.69323611230398,4.08858737859485,3.4044741634926,3.2633458108319,3.25405525883913,3.54793879586867,4.09035097001482,3.31116239428115,3.77218508788439,3.8183197386036,3.95943274911506
C1RL,3.31805477426601,3.48797616546988,3.23245709849948,2.59769518592551,2.68829610165034,3.16573089074721,2.94421362235895,3.05084512621118,3.142261161334,2.60564545130064,2.36229393796423,2.71441610701338,2.40782752906952,2.7932943634638,2.76798431803598,3.03001041414716,2.38503040710379,3.52053501618426,3.19666991080622,3.19381557881785,1.77954598896323,2.9767753516944,4.01932528333406,3.06390053662128,2.61026826973556,3.65528138256399
PSMB8,3.70020754218915,3.56404861970495,3.81701637062136,3.52925590852041,3.11151387455114,3.65488018342466,3.58394810722472,3.5854338813834,3.37595316897446,3.07865579389291,3.40487765679145,3.58688738172384,3.32414988262617,3.25186443259872,3.52581224642063,3.61649357848284,2.09526003799919,3.75382533834446,3.51548691097362,3.82244929862553,2.85275317164589,3.61217510021675,3.61684621266487,3.89890187936551,3.04158649517077,3.85835387698863
MAN2B1,3.66341415869291,3.59080138936398,3.62570314021158,3.68619325961191,3.30990768658334,3.78417043123278,3.68786405017537,3.57504725398652,3.75677595745211,3.03804522545232,3.41780704165266,3.35032304398035,3.29235466273846,3.34325237726521,3.58069522899026,3.4698984156429,3.25843541097999,4.06770895251554,3.44480118399828,3.58411572012982,3.24937155129907,3.07073587267733,3.46614888370407,3.54895676303699,3.30589690473251,3.69399104976309
ST8SIA4,3.5607587046826,3.26096768622182,3.78943065724152,3.57714640990726,3.01118503186015,3.05446558386443,3.05401021552459,3.3471259953878,3.0350961840403,3.29286764124383,2.74943405891345,3.46181190407724,2.60028008450122,3.01929786653988,3.30528665044687,3.5595342643135,2.74784588536574,3.57680155060264,3.6385824954616,3.1931616231647,2.35403541004163,2.98069042287465,3.24629788250011,3.14864275116719,3.10325828772333,3.77971824978375
SCP2,3.87607176140651,3.79787519706223,3.82277181286684,3.75083788622823,3.61537678331162,3.92555382617395,3.82584035004783,3.93511758633853,3.91290198956632,3.8100441035793,3.48627926420847,3.58625414280413,3.61367113491086,3.73382120532057,3.8189538814224,3.81327413886645,3.63073624682201,3.86628609824105,3.898494483636,3.84166730990672,3.79562151783916,3.40677940228068,3.88929144743166,3.83214241794109,3.72410744540695,3.96596891958328
PDRG1,3.98615347692249,4.00521943418801,3.90006208673576,3.87628413474235,3.7128775622785,3.72738288145847,4.02279276992153,4.06282944276859,3.8977464234159,3.77319016039479,3.68649228481863,3.72197993232797,3.69671294053464,3.62583072213935,3.84623031947431,4.14256687109069,3.88004558382928,4.04057678797484,4.07011558912458,4.01772211004359,3.62810946106476,3.86124667760943,3.91769709250866,3.83244472179285,3.75041149703192,3.78737906324077
SLC4A4,3.62625165135637,4.32568598176696,3.45593288938186,3.53285892821652,3.65223734550107,3.34447912389676,3.54722737104041,3.51921850436762,3.56456842577118,3.55049251948047,3.30666559222445,3.43245215664984,3.84021446627685,3.92451859909669,3.61501072914791,3.67222905049365,3.44718439842106,3.38103832750181,3.95624730733193,3.88303247349783,3.97199448447675,3.54506849828631,3.49655951021691,3.63562215612321,3.46314568822923,3.48784130677729
PPP1R12A,3.39881293130364,3.08917219517647,3.08201588011181,3.59418275647286,2.89577050523926,3.20176980208875,3.18826036532164,3.24525201292072,3.31943878677586,3.43324003955173,3.22941842183128,3.56698752507833,3.40774720270984,3.19758211573215,3.25608989795513,3.1103576879451,3.16580501432385,3.46040947537437,3.19633151912817,3.27500620444788,3.52974659141871,3.46220461892946,3.49265019551578,3.18756302018704,3.14334711144959,3.32507991889586
AI868039,3.59838085159033,3.56561172490206,3.7454670416348,3.76095567469218,3.51479205758605,3.5504557170341,3.77006847104129,3.79943077682264,3.50377924693906,3.66913187077386,3.94310159354582,3.71718243794899,3.79801399630131,3.23114272712583,3.51093569945652,3.76723885665321,3.5397671563756,3.66915764106496,3.72596314048444,3.61025037050868,3.7582589765322,3.53771271136714,3.48206495782122,2.90035401768176,3.6460005177494,3.6374524025993
HLA-DRB5,4.69737739624165,4.54040515058145,4.16537827477584,4.51880687139589,4.06110199928305,4.79508734972796,4.28700326008701,4.51869130637023,4.43071497463753,4.06116300377706,4.09627652357189,4.48603203463274,3.70942787295203,4.18583877893526,4.50161202610156,4.49688223269884,4.14509719408909,4.71564076522746,4.48583337771018,4.44212623178908,4.27417598298979,4.07149295551263,4.02780344277661,4.56638039963736,4.24056055476762,4.81097855411219
VKORC1,3.96564644861912,3.8388152270357,3.92197447064777,3.8764697968953,3.59104779170949,3.92418243793495,3.71488334184407,3.81601481107283,3.66327386335817,3.54938059075026,3.92662392640758,3.65994518374535,3.53524283734594,3.61203909197114,3.74770584766352,3.95323730644505,3.46016267712358,4.09746926726666,3.6805539657086,3.74528212550932,3.62294124570745,3.71507714241892,4.18252132967785,3.7756269021042,3.84222525592176,3.79595998965224
ALOX5AP,4.42160139347796,4.41182655256797,4.2064907735601,3.78515650981081,3.59437287959464,4.08977452099485,4.04659005101952,4.32933609733951,4.07101896538314,3.55531069515917,3.54142247028881,3.55283521098307,3.43251969967039,3.92391882720033,3.98379726537187,4.17938993461166,3.44895059979502,4.3122369514375,4.16879811511601,3.86451808192394,3.66955191255682,4.11837895730592,4.36010845207994,3.91883790821573,3.53603305783081,4.4009944924874
LUM,4.06465996406644,2.57944288470018,3.19902388336657,2.3059744143963,2.11903142379729,4.31676138331179,2.28120614115166,2.83350027098939,2.42318687143334,2.28450517794639,3.37348448934421,3.07445510944106,1.09492510112416,2.09363877813447,3.50245934944817,2.73590774567223,1.94488223661783,3.95942092389706,3.46623127611551,2.56782243114165,2.54540732670706,0.896250562461638,3.0613272997914,2.66167073604036,2.19584985783067,2.84216348469417
POGZ,3.19161922209094,3.52919607504412,3.35656485128539,3.4392107584087,3.65131959958135,3.38820780742514,3.6493629019347,3.4255797016604,3.63441811744087,3.52985776490615,3.72945994480105,3.61168964622587,3.91010000061086,3.52718106988725,3.60589584498327,3.15713538617887,3.59206955895586,3.16130090604262,3.19935250054273,3.38993490237221,3.91252000683252,3.41155270497977,3.28536104456945,3.56289023301299,2.99105498314857,3.37477345007104
BCR,3.31763028621728,3.43067816394854,3.49341120322103,3.93076641599002,3.71355076892626,3.1916890566154,3.91385362558144,3.55868709521982,3.26977367611689,3.50750033304804,3.68616159237675,3.86532775934231,4.1975597955171,3.61958080305388,3.44931529599987,3.50274139174989,3.71957505336139,3.40363176068517,3.62297859923235,3.56837951365447,3.65950623030183,3.69365397428695,3.45203803858285,3.49644169177664,3.40375296312484,3.54179346800669
CASK,3.60264751988911,3.73408012830016,3.73927844362292,3.8869701584392,3.82297972584383,3.91746176281443,3.70047335886916,3.81884659655426,3.70469707483785,3.62767364589932,3.96675658693405,3.83482015986311,4.1225164698896,3.57408673806691,3.7803783107461,3.60378829705049,3.7279374716122,3.51332482825823,3.64117605050307,3.77298752998566,4.09707463152892,3.52068903706558,3.62321371815498,4.02416951927032,3.6854503501598,3.65882348347466
ANXA13,3.30548099345301,3.41874745711379,3.43270334431697,3.40876995607097,3.48005971659658,3.50244514692841,3.35970498474296,3.36388469134746,3.37634058545207,2.19804094145721,3.01892258100571,2.82953019032971,3.16171080978689,3.34681128491019,3.37463875070607,3.51386496215249,3.06195321232778,3.41393548130248,3.1012451463979,3.26993629167835,3.12288139555159,2.79171801081534,3.36970166134452,3.15267781136655,3.0659712620851,3.41190224211506
PDLIM4,3.33905930610195,3.68655074236,3.18984052766787,2.0640497103199,3.13085107496238,3.33276637991611,3.07618115198876,3.29496130412424,3.46075881621711,2.83348434039375,2.12536413678851,2.65890483730792,1.91037891111701,2.94687014603597,3.19508728800158,3.78053166962402,2.85691670176161,3.16024757600013,2.89684465682054,3.89596794473026,1.580468783951,3.3747329530215,3.14723562410682,3.13180978883974,2.99852436903001,2.4445069641838
